Date,Relative Humidity (%),Solar Radiation (watts/sq meter),Atmosphere Pressure (mb),Wind Speed (m/sec),Wind Direction (degrees),Battery (volts),Air Temperature (°C),ParametersOutOfRange
7/8/2017 4:47,71.69,13.25,1021.836,2.006,49.97,12.68,14.82,
7/8/2017 5:02,70.74,19.67,1021.931,1.683,30.12,12.69,14.84,
7/8/2017 5:17,70.8,19.46,1021.8,2.54,21.28,11.68,14.77,
7/8/2017 5:32,68.04,156.4,1021.647,2.046,16.85,13.35,14.9,
7/8/2017 5:47,67.52,201.1,1021.768,1.338,14.86,13.75,15.17,
7/8/2017 6:02,66.95,208.3,1021.464,1.338,14.86,13.74,15.23,
7/8/2017 6:17,66.82,270.9,1021.474,2.194,0.74,13.89,15.33,
7/8/2017 6:32,66.44,304.5,1021.374,2.431,15.86,14.08,15.59,
7/8/2017 6:47,65.33,357.9,1021.255,2.01,20.03,14.18,15.8,
7/8/2017 7:02,67.24,366.9,1021.221,2.914,4.81,14.08,16.03,
7/8/2017 7:17,67.86,372.9,1021.259,3.48,349.5,14.03,15.92,
7/8/2017 7:32,68.57,415.6,1021.259,3.48,349.5,14.14,15.81,
7/8/2017 7:47,67.92,443.6,1021.052,3.007,353.4,14.28,15.88,
7/8/2017 8:02,67.9,494.1,1020.982,3.105,346.6,12.91,15.93,
7/8/2017 8:17,66.61,511,1020.878,2.311,353.6,14.03,16.16,
7/8/2017 8:32,67.79,578.3,1020.936,1.657,359.7,13.96,16.54,
7/8/2017 8:47,66.05,572.7,1020.685,1.653,331.5,13.77,16.86,
7/8/2017 9:02,65.19,597.6,1020.623,1.608,340.2,13.71,17.16,
7/8/2017 9:17,62.55,642.3,1020.543,1.608,340.2,12.44,17.5,
7/8/2017 9:32,62.51,698,1020.408,1.373,346.4,13.57,17.98,
7/8/2017 9:47,60.23,706.4,1020.302,1.392,8.91,13.51,18.21,
7/8/2017 10:02,59.45,714.3,1020.333,0.934,345,13.52,18.45,
7/8/2017 10:17,59.82,760.5,1020.104,1.356,286.2,13.53,18.51,
7/8/2017 10:32,60.51,837,1019.968,1.714,269.2,13.57,18.63,
7/8/2017 10:47,59.07,854,1019.917,1.714,269.2,13.56,19.09,
7/8/2017 11:02,58.81,890,1019.816,1.545,265.9,13.56,19.44,
7/8/2017 11:17,60.04,905,1019.753,1.235,135.4,13.64,19.8,
7/8/2017 11:32,56.05,914,1019.594,1.37,128.2,13.57,20.19,
7/8/2017 11:47,53.25,923,1019.499,1.389,279.6,13.57,20.56,
7/8/2017 12:02,55.23,896,1019.475,0.709,276.9,12.92,21.04,
7/8/2017 12:17,52.85,940,1019.249,0.709,276.9,13.59,21.41,
7/8/2017 12:32,49.79,935,1019.047,0.07,118.2,13.61,21.54,
7/8/2017 12:47,47.98,874,1018.948,0.389,35.47,13.62,21.76,
7/8/2017 13:02,46.4,845,1018.801,0.099,305.1,13.62,22.25,
7/8/2017 13:17,46.92,890,1018.677,0.652,21.72,12.55,22.63,
7/8/2017 13:32,46.76,808,1018.483,0.911,304.1,13.58,22.98,
7/8/2017 13:47,43.07,813,1018.315,1.143,349.4,13.63,23.18,
7/8/2017 14:02,44.4,841,1018.086,1.143,349.4,13.62,23.47,
7/8/2017 14:17,44.54,833,1018.055,2.773,324,13.63,23.54,
7/8/2017 14:32,44.77,793.9,1018.021,3.652,322.7,13.64,23.72,
7/8/2017 14:47,42.99,777.6,1017.868,3.497,343.1,13.64,23.76,
7/8/2017 15:02,44.62,719.9,1017.783,3.577,356.3,13.71,23.8,
7/8/2017 15:17,53.44,673.3,1017.582,3.515,0.95,13.74,23.49,
7/8/2017 15:32,51.71,636.4,1017.468,3.515,0.95,13.69,23.7,
7/8/2017 15:47,50.31,608,1017.357,2.906,359.9,13.7,23.81,
7/8/2017 16:02,51.04,566.1,1017.211,3.169,4.32,12.81,23.81,
7/8/2017 16:17,48.7,542.3,1017.039,2.481,4.24,13.74,23.96,
7/8/2017 16:32,51.04,515.9,1017.014,1.606,346.5,13.67,24.18,
7/8/2017 16:47,47.93,546.3,1016.93,3.127,327.1,13.73,24.21,
7/8/2017 17:02,46.94,514.8,1016.768,3.127,327.1,13.67,24.32,
7/8/2017 17:17,46.09,461.3,1016.694,3.166,324.5,12.36,24.46,
7/8/2017 17:32,46.76,412.1,1016.584,2.449,326.2,13.69,24.59,
7/8/2017 17:47,52.52,328.3,1016.557,2.557,270.6,13.83,24.22,
7/8/2017 18:02,55.08,291,1016.487,2.631,272.3,13.85,24.18,
7/8/2017 18:17,59.34,270.4,1016.46,2.498,268.5,13.75,23.95,
7/8/2017 18:32,51.61,230,1016.464,3.563,267.3,13.81,23.81,
7/8/2017 18:47,51.85,186,1016.44,3.563,267.3,13.74,23.69,
7/8/2017 19:02,49.98,118.1,1016.609,3.421,272,13.8,23.52,
7/8/2017 19:17,51.52,86.3,1016.638,4.027,268.7,13.82,23.32,
7/8/2017 19:32,53.68,12.08,1016.669,4.083,267.2,13.19,23.08,
7/8/2017 19:47,51.73,8.92,1016.754,4.42,261.9,13.14,22.86,
7/8/2017 20:02,55.47,5.09,1016.698,5.366,267.6,12.35,22.26,
7/8/2017 20:17,57.14,1.65,1016.934,5.366,267.6,13,21.64,
7/8/2017 20:32,58.54,0.24,1017.252,5.588,264.1,12.93,21.47,
7/8/2017 20:47,57.21,0.07,1017.428,4.765,262.4,12.92,21.36,
7/8/2017 21:02,56.04,0,1017.591,4.35,267.9,12.92,21.2,
7/8/2017 21:17,55.36,0,1017.695,3.803,281,11.89,20.83,
7/8/2017 21:32,53.52,0,1017.771,2.959,239.8,13.05,20.5,
7/8/2017 21:47,55.37,0,1017.864,2.959,239.8,13.05,19.77,
7/8/2017 22:02,53.86,0,1017.975,3.225,173.1,13.04,19.01,
7/8/2017 22:17,54.47,0,1018.092,3.509,163,13.03,18.87,
7/8/2017 22:32,51.2,0,1018.145,2.067,170.6,13.02,18.99,
7/8/2017 22:47,51.18,0,1018.202,1.579,148.4,13.02,18.86,
7/8/2017 23:02,52.03,0,1018.234,2.497,143.9,13.02,18.78,
7/8/2017 23:17,55.71,0.01,1018.28,1.919,129.7,13.01,18.53,
7/8/2017 23:32,55.43,0.03,1018.263,1.919,129.7,13,18.54,
7/8/2017 23:47,56.33,0.01,1018.32,2.946,160.4,13,18.49,
7/9/2017 0:02,54.74,0.02,1018.368,1.918,136.9,12.21,18.36,
7/9/2017 0:17,54.32,0.01,1018.439,2.315,159.7,12.86,18.44,
7/9/2017 0:32,54.1,0.03,1018.498,1.807,142.2,12.82,18.4,
7/9/2017 0:47,52.74,0.02,1018.502,2.195,179.3,12.8,18.32,
7/9/2017 1:02,51,0.08,1018.486,2.195,179.3,12.87,18.33,
7/9/2017 1:17,50.13,0.09,1018.628,2.509,144.9,11.79,18.37,
7/9/2017 1:32,48.37,0.09,1018.741,2.488,260,12.93,18.37,
7/9/2017 1:47,51.88,0.04,1018.713,1.529,243.5,12.92,18.44,
7/9/2017 2:02,53.51,0,1018.776,1.659,171.1,12.91,18.35,
7/9/2017 2:17,51.98,0,1018.762,1.877,276.8,12.91,18.48,
7/9/2017 2:32,48.95,0,1018.719,1.877,276.8,12.9,18.47,
7/9/2017 2:47,50.83,0,1018.762,1.627,272.9,12.89,18.41,
7/9/2017 3:02,58.65,0,1018.846,1.899,279.6,12.88,18.43,
7/9/2017 3:17,59.92,0,1018.762,2.059,268.7,12.88,17.96,
7/9/2017 3:32,61.67,0,1018.833,3.648,266.8,12.87,17.71,
7/9/2017 3:47,58.12,0,1019.04,3.133,261.2,12.87,17.81,
7/9/2017 4:02,58.5,0.48,1019.12,1.954,297.4,12.08,17.7,
7/9/2017 4:17,58.71,1.72,1019.261,1.954,297.4,12.69,17.43,
7/9/2017 4:32,67.75,5.48,1019.398,2.134,282.2,12.71,16.94,
7/9/2017 4:47,62.9,23.58,1019.539,2.266,145.8,12.73,17.15,
7/9/2017 5:02,58.67,93.6,1019.662,2.702,175.8,12.84,17.21,
7/9/2017 5:17,59.14,42.41,1019.749,3.92,145.6,11.72,17.02,
7/9/2017 5:32,59.2,70.43,1019.801,3.164,149.5,13.06,17.17,
7/9/2017 5:47,60.04,59.64,1019.904,3.164,149.5,13.05,16.97,
7/9/2017 6:02,69.46,79.66,1019.961,1.61,139.4,13.06,17.46,
7/9/2017 6:17,73.04,91.3,1019.907,1.575,207.8,13.14,16.81,
7/9/2017 6:32,73.98,182,1019.808,2.516,192.6,13.37,16.69,
7/9/2017 6:47,69.02,307.9,1019.757,1.669,178,13.59,17.25,
7/9/2017 7:02,70.16,364.7,1019.864,2.746,181.5,13.66,17.35,
7/9/2017 7:17,72.73,315.6,1020.108,2.746,181.5,13.72,17.01,
7/9/2017 7:32,71.86,359.6,1020.129,3.356,201.7,13.78,17.03,
7/9/2017 7:47,70.9,504,1020.092,3.747,204.2,13.96,17.38,
7/9/2017 8:02,68.17,571.8,1020.119,2.819,198.9,13.3,17.63,
7/9/2017 8:17,62.97,544,1020.073,1.016,195.9,14.09,17.89,
7/9/2017 8:32,62.42,611.7,1019.953,1.042,179,14.25,18.21,
7/9/2017 8:47,55.68,635.8,1019.95,0.171,220.7,14.14,19.01,
7/9/2017 9:02,64.78,602.7,1019.931,0.171,220.7,13.99,18.54,
7/9/2017 9:17,61.75,643.9,1019.849,1.779,219.7,12.62,18.4,
7/9/2017 9:32,61.63,662.7,1019.766,2.019,223.1,13.68,18.74,
7/9/2017 9:47,59.33,693.4,1019.747,2.224,231.5,13.48,19.01,
7/9/2017 10:02,58.1,761.9,1019.74,0.642,212.8,13.49,19.6,
7/9/2017 10:17,55.62,738.1,1019.648,0.57,254.3,13.51,20.04,
7/9/2017 10:32,55.85,826,1019.712,0.57,254.3,13.57,20.09,
7/9/2017 10:47,57.36,844,1019.612,0.912,220.1,13.56,20.28,
7/9/2017 11:02,56.7,864,1019.55,1.11,202.5,13.55,20.36,
7/9/2017 11:17,54.19,871,1019.594,1.193,216.2,13.54,20.72,
7/9/2017 11:32,50.26,890,1019.57,0.654,212.7,13.54,21.22,
7/9/2017 11:47,51.03,937,1019.659,0.651,183.8,13.6,21.65,
7/9/2017 12:02,51.16,728.3,1019.464,0.651,183.8,12.9,21.49,
7/9/2017 12:17,50.16,977,1019.325,0.932,198.7,13.59,22.09,
7/9/2017 12:32,51.23,575.2,1019.234,0.16,196.4,13.63,21.95,
7/9/2017 12:47,49.19,785.8,1019.214,1.083,247.8,13.52,22.07,
7/9/2017 13:02,49.69,996,1018.99,3.054,258.7,13.53,22.21,
7/9/2017 13:17,50.02,520.7,1019.052,2.805,240.1,12.4,22.36,
7/9/2017 13:32,48.08,572.4,1018.915,1.791,262.2,13.63,22.73,
7/9/2017 13:47,44.9,584.5,1018.691,1.791,262.2,13.58,22.93,
7/9/2017 14:02,42.96,839,1018.623,2.666,259.4,13.61,23.19,
7/9/2017 14:17,49.23,485.2,1018.631,2.951,265.9,13.67,23.06,
7/9/2017 14:32,50.55,303.6,1018.724,3.323,263.3,13.67,22.94,
7/9/2017 14:47,51.89,695.6,1018.596,3.814,254,13.66,22.92,
7/9/2017 15:02,50.6,834,1018.418,3.128,250.7,13.66,23.04,
7/9/2017 15:17,48.16,750.7,1018.263,3.128,250.7,13.67,23.1,
7/9/2017 15:32,49.42,716.9,1018.116,3.699,253.9,13.7,23.22,
7/9/2017 15:47,52.09,406,1017.943,3.26,249.4,13.72,23.02,
7/9/2017 16:02,52.43,568.6,1017.843,3.418,280.9,12.8,22.98,
7/9/2017 16:17,45.95,531.6,1017.553,3.616,271.7,13.76,23.17,
7/9/2017 16:32,50.35,488.2,1017.429,2.924,270.6,13.65,23.35,
7/9/2017 16:47,44.2,438.2,1017.232,2.924,270.6,13.66,23.61,
7/9/2017 17:02,49.48,404,1017.213,2.774,264.4,13.68,23.86,
7/9/2017 17:17,45.71,381.9,1016.906,1.371,269.6,12.17,24,
7/9/2017 17:32,48.21,368.8,1016.766,1.227,261,13.54,23.88,
7/9/2017 17:47,50.32,326.5,1016.785,2.585,269.9,13.7,23.94,
7/9/2017 18:02,58.18,276.6,1016.695,4.653,271.2,13.75,23.39,
7/9/2017 18:17,58.82,245.9,1016.732,4.434,265.5,13.75,23.31,
7/9/2017 18:32,56.95,211.9,1016.716,4.434,265.5,13.79,23.1,
7/9/2017 18:47,57.45,168.8,1016.832,5.347,270.2,13.84,22.72,
7/9/2017 19:02,62.27,132.1,1016.682,5.847,269.9,13.85,22.32,
7/9/2017 19:17,64.15,102.2,1016.663,5.308,270.3,13.85,21.83,
7/9/2017 19:32,61.68,56.31,1016.585,5.479,264.3,14,21.7,
7/9/2017 19:47,62.88,19.58,1016.456,4.975,270,13.25,21.44,
7/9/2017 20:02,66.53,4.88,1016.538,4.975,270,12.36,21.26,
7/9/2017 20:17,63.82,2.1,1016.678,3.964,271.4,12.98,21.01,
7/9/2017 20:32,62.5,0.25,1016.75,4.284,271.4,12.89,20.75,
7/9/2017 20:47,62.25,0,1016.827,3.378,272.9,12.89,20.6,
7/9/2017 21:02,64.19,0,1016.87,2.276,281.2,12.95,20.45,
7/9/2017 21:17,63.84,0,1016.909,2.872,276.3,11.89,20.25,
7/9/2017 21:32,66.59,0,1017,2.872,276.3,13.04,19.69,
7/9/2017 21:47,67.53,0,1017.019,4.542,268.5,13.04,18.9,
7/9/2017 22:02,68.39,0,1017.059,5.3,273.2,13.03,18.9,
7/9/2017 22:17,68.27,0,1016.979,5.585,272,13.02,18.84,
7/9/2017 22:32,67.66,0.01,1017,4.454,275.2,13.03,18.82,
7/9/2017 22:47,69.39,0,1016.829,4.217,274.1,13.01,18.86,
7/9/2017 23:02,67.55,0,1016.74,3.502,277.2,13.01,18.79,
7/9/2017 23:17,66.33,0,1016.807,3.502,277.2,13.01,18.58,
7/9/2017 23:32,66.98,0,1016.689,3.406,186.5,13,18.38,
7/9/2017 23:47,65.98,0.02,1016.606,3.993,269.4,13,18.28,
7/10/2017 0:02,64.89,0.01,1016.598,3.722,272.3,12.19,18.28,
7/10/2017 0:17,65.41,0,1016.585,1.983,281.8,12.87,18.24,
7/10/2017 0:32,67.74,0,1016.622,3.586,268.6,12.82,18.26,
7/10/2017 0:47,70.31,0.04,1016.566,3.586,268.6,12.8,17.93,
7/10/2017 1:02,70.25,0.04,1016.625,3.783,272.8,12.86,17.76,
7/10/2017 1:17,69.1,0.11,1016.684,4.231,275.1,11.78,17.54,
7/10/2017 1:32,69.45,0.09,1016.748,4.579,273.7,12.93,17.3,
7/10/2017 1:47,69.96,0.06,1016.657,2.912,182.6,12.93,17.03,
7/10/2017 2:02,68.53,0.06,1016.657,2.515,178.1,12.92,16.88,
7/10/2017 2:17,66.72,0.01,1016.679,2.515,178.1,12.91,16.67,
7/10/2017 2:32,66.9,0,1016.674,2.014,252.1,12.9,16.74,
7/10/2017 2:47,64.99,0,1016.563,2.482,276.7,12.89,16.72,
7/10/2017 3:02,65.16,0,1016.394,2.088,263.9,12.88,16.75,
7/10/2017 3:17,66.55,0,1016.348,1.406,287.5,12.88,16.85,
7/10/2017 3:32,66.17,0.01,1016.43,1.795,282.4,12.87,16.86,
7/10/2017 3:47,64.9,0,1016.367,1.44,276.9,12.87,16.84,
7/10/2017 4:02,65.24,0.22,1016.286,1.44,276.9,12.06,16.87,
7/10/2017 4:17,66.52,1.43,1016.281,1.103,302,12.71,16.93,
7/10/2017 4:32,66.42,3.58,1016.301,0.868,277.2,12.71,16.96,
7/10/2017 4:47,68.56,9.97,1016.451,1.558,272.6,12.69,17.01,
7/10/2017 5:02,69.13,21.31,1016.515,1.221,285.3,12.7,17.07,
7/10/2017 5:17,69.44,26.4,1016.526,2.282,272.2,11.66,16.78,
7/10/2017 5:32,74.63,63.84,1016.604,2.282,272.2,12.91,16.66,
7/10/2017 5:47,73.32,57.46,1016.832,2.773,249,12.95,16.32,
7/10/2017 6:02,73.48,57.93,1016.912,2.744,259.7,12.94,16.26,
7/10/2017 6:17,73.58,113.7,1016.942,1.981,235.6,13.08,16.33,
7/10/2017 6:32,72.43,313.5,1017.134,1.391,257.2,13.46,16.5,
7/10/2017 6:47,69.82,213.5,1017.14,0.126,358.5,13.59,16.95,
7/10/2017 7:02,71.3,146.7,1017.239,0.126,358.5,13.49,16.88,
7/10/2017 7:17,68.67,232.7,1017.376,0.305,273.2,13.85,17.36,
7/10/2017 7:32,73.83,217.3,1017.48,0.253,153.4,13.73,16.85,
7/10/2017 7:47,73.35,478.1,1017.505,2.33,189.4,13.87,16.84,
7/10/2017 8:02,72.11,349.2,1017.608,2.278,183.4,13,16.89,
7/10/2017 8:17,72.51,288.3,1017.727,2.71,204.3,13.74,16.82,
7/10/2017 8:32,74.54,205.8,1017.858,3.782,186.1,13.65,16.89,
7/10/2017 8:47,73.99,227.3,1017.934,3.782,186.1,13.49,16.82,
7/10/2017 9:02,73.37,315.7,1017.783,3.911,182.5,13.63,16.82,
7/10/2017 9:17,73.44,265.7,1017.711,3.951,191.6,12.23,16.66,
7/10/2017 9:32,73.24,160.7,1017.816,3.541,177.5,13.67,16.7,
7/10/2017 9:47,73.69,329.5,1017.797,4.068,185,14.02,16.93,
7/10/2017 10:02,72.32,379.4,1017.872,3.583,184.2,14.26,16.88,
7/10/2017 10:17,72.5,141.3,1017.883,3.583,184.2,13.72,16.89,
7/10/2017 10:32,71.64,380.9,1017.998,4.379,200.3,14.09,16.96,
7/10/2017 10:47,72.17,371.3,1018.035,3.748,185.9,14.07,17.17,
7/10/2017 11:02,69.59,477.7,1017.968,3.482,194.4,13.59,17.4,
7/10/2017 11:17,69.15,659.7,1017.842,3.685,181.6,13.62,17.54,
7/10/2017 11:32,67.96,724.8,1017.85,2.988,181.6,13.58,17.69,
7/10/2017 11:47,69.18,669.1,1017.856,2.988,181.6,13.58,18.06,
7/10/2017 12:02,66.55,958,1017.842,3.248,181.4,13.04,18.29,
7/10/2017 12:17,66.24,796.4,1017.821,4.481,202.3,13.57,18.65,
7/10/2017 12:32,65.48,1007,1017.781,3.199,196.1,13.58,18.87,
7/10/2017 12:47,61.73,1038,1017.706,1.351,201.8,13.58,19.04,
7/10/2017 13:02,60.93,927,1017.633,0.458,96.4,13.62,19.51,
7/10/2017 13:17,60.8,551.9,1017.708,0.557,170.5,12.43,19.73,
7/10/2017 13:32,60.8,465.8,1017.77,0.557,170.5,13.6,19.87,
7/10/2017 13:47,63.03,739.2,1017.741,3.722,211.3,13.62,19.76,
7/10/2017 14:02,61.19,458,1017.758,4.854,205.3,13.61,19.71,
7/10/2017 14:17,58.81,247.4,1017.762,3.121,216.4,13.69,19.67,
7/10/2017 14:32,55.96,579.5,1017.673,4.395,208.3,13.63,19.74,
7/10/2017 14:47,56.95,597.9,1017.568,2.89,187.1,13.66,19.88,
7/10/2017 15:02,60.26,903,1017.546,2.89,187.1,13.62,19.85,
7/10/2017 15:17,60.24,753.7,1017.525,2.781,179.4,13.64,19.93,
7/10/2017 15:32,60.79,289.8,1017.459,1.99,187,13.78,20.15,
7/10/2017 15:47,63.67,301.9,1017.335,3.857,210.6,13.78,20.07,
7/10/2017 16:02,62.1,351.7,1017.269,2.188,234.7,12.76,19.88,
7/10/2017 16:17,62.83,280.7,1017.239,2.222,216.5,13.77,19.93,
7/10/2017 16:32,60.86,266.3,1017.155,2.222,216.5,13.76,20.18,
7/10/2017 16:47,61.04,446.8,1017.012,1.913,236.1,13.74,20.46,
7/10/2017 17:02,56.17,626.4,1016.974,2.072,260.3,13.73,21.2,
7/10/2017 17:17,62.65,535.6,1016.901,1.182,231.1,12.28,20.63,
7/10/2017 17:32,62.1,194.2,1016.918,3.4,269.3,13.92,20.44,
7/10/2017 17:47,65.37,209,1016.95,5.283,276.8,13.81,20.24,
7/10/2017 18:02,64.44,138.6,1016.977,5.888,272.4,13.81,19.84,
7/10/2017 18:17,66.02,130.9,1017.109,5.888,272.4,13.86,19.71,
7/10/2017 18:32,56.93,105.5,1017.157,5.103,266.1,13.92,19.32,
7/10/2017 18:47,58.44,84.4,1017.252,6.006,274.7,13.53,19.01,
7/10/2017 19:02,58.4,46.53,1017.321,7.022,274.6,13.33,18.72,
7/10/2017 19:17,57.42,26.41,1017.453,7.484,273.5,13.23,18.29,
7/10/2017 19:32,59.34,28.22,1017.612,5.55,267.1,13.19,17.9,
7/10/2017 19:47,60.32,15.97,1017.665,5.55,267.1,13.14,17.57,
7/10/2017 20:02,60.48,4.52,1017.81,5.151,264.1,12.31,17.21,
7/10/2017 20:17,60.93,1.35,1018.038,4.486,273.8,12.92,16.84,
7/10/2017 20:32,61.79,0.24,1018.233,4.34,259.9,12.88,16.43,
7/10/2017 20:47,62.73,0.04,1018.327,3.962,149.4,12.86,16.09,
7/10/2017 21:02,62.94,0.04,1018.408,3.941,154,12.92,15.84,
7/10/2017 21:17,64.9,0.09,1018.51,3.941,154,11.83,15.93,
7/10/2017 21:32,64.12,0.07,1018.599,2.901,167.1,13.02,15.71,
7/10/2017 21:47,64.47,0.01,1018.636,3.23,195.7,13.03,15.69,
7/10/2017 22:02,65.38,0,1018.759,3.527,217.9,13.02,15.58,
7/10/2017 22:17,64.87,0,1018.789,4.39,270.2,13.01,15.61,
7/10/2017 22:32,65.93,0,1018.733,3.123,156.4,13.01,15.47,
7/10/2017 22:47,65.01,0,1018.813,3.051,143,12.99,15.14,
7/10/2017 23:02,68.56,0,1018.901,3.051,143,12.99,14.99,
7/10/2017 23:17,68.64,0,1018.836,3.302,133.7,12.99,14.84,
7/10/2017 23:32,67.85,0.01,1018.93,3.449,138.9,12.98,14.64,
7/10/2017 23:47,69.74,0,1018.997,3.699,142.4,12.98,14.79,
7/11/2017 0:02,69.29,0,1018.966,3.422,149.2,12.15,14.75,
7/11/2017 0:17,68.56,0,1019.14,3.589,151.6,12.8,14.54,
7/11/2017 0:32,69.11,0.01,1019.113,3.589,151.6,12.79,14.5,
7/11/2017 0:47,68.45,0.01,1019.223,3.365,170.2,12.76,14.34,
7/11/2017 1:02,70.27,0.01,1019.157,3.268,196,12.77,14.48,
7/11/2017 1:17,67.67,0.01,1019.282,2.713,171.2,11.74,14.34,
7/11/2017 1:32,70.12,0,1019.307,3.5,146.9,12.91,14.44,
7/11/2017 1:47,67.64,0,1019.312,2.846,146,12.91,14.07,
7/11/2017 2:02,69.2,0.02,1019.433,2.846,146,12.9,14.18,
7/11/2017 2:17,68.36,0,1019.37,2.985,141.8,12.89,14.16,
7/11/2017 2:32,68.06,0.02,1019.319,2.595,144.2,12.88,14.15,
7/11/2017 2:47,68.3,0.01,1019.441,2.406,140.3,12.88,14.22,
7/11/2017 3:02,69.58,0.01,1019.548,2.226,136.1,12.86,14.22,
7/11/2017 3:17,69.34,0,1019.572,2.708,139.4,12.86,14.12,
7/11/2017 3:32,69.07,0,1019.591,2.711,136.4,12.85,14.14,
7/11/2017 3:47,68.8,0,1019.643,2.711,136.4,12.85,14.12,
7/11/2017 4:02,69.51,0,1019.737,2.314,127.9,12.05,14.2,
7/11/2017 4:17,69,0.5,1019.803,1.875,151.3,12.68,14.18,
7/11/2017 4:32,70.1,1.91,1019.76,2.243,142.5,12.67,14.18,
7/11/2017 4:47,68.34,6,1019.743,1.687,138.2,12.65,13.98,
7/11/2017 5:02,70.86,13.94,1019.783,1.605,267.9,12.66,14.1,
7/11/2017 5:17,69.2,24.65,1019.939,1.605,267.9,11.64,14.13,
7/11/2017 5:32,68.16,38.13,1020.066,2.137,149.7,12.86,14.11,
7/11/2017 5:47,69.08,67.63,1020.124,2.021,152.1,12.93,14.06,
7/11/2017 6:02,69.03,77.53,1020.245,2.195,143.5,12.98,14.12,
7/11/2017 6:17,70.56,76.53,1020.277,2.956,223.6,13.03,14.17,
7/11/2017 6:32,69.45,129.6,1020.237,2.937,154.3,13.18,14.07,
7/11/2017 6:47,70.68,175.3,1020.379,2.937,154.3,13.37,14.19,
7/11/2017 7:02,68.21,184.4,1020.342,2.43,263.4,13.46,14.24,
7/11/2017 7:17,68.32,409.1,1020.372,1.771,265.9,13.67,14.34,
7/11/2017 7:32,66.29,330.2,1020.403,1.918,282.9,13.85,14.76,
7/11/2017 7:47,66.5,328.5,1020.492,1.181,163.9,13.83,14.7,
7/11/2017 8:02,66.79,278.8,1020.601,0.108,101.2,12.86,14.9,
7/11/2017 8:17,65.93,282.2,1020.558,0.295,232,13.61,14.87,
7/11/2017 8:32,66.81,255.4,1020.543,0.295,232,13.6,15.44,
7/11/2017 8:47,66.25,258.1,1020.506,0.019,107.6,13.56,15.11,
7/11/2017 9:02,66.07,297.2,1020.566,0.059,290.3,13.66,15.25,
7/11/2017 9:17,66.83,321.7,1020.516,0.157,345.1,12.24,15.41,
7/11/2017 9:32,64.97,389.5,1020.575,0.436,292.8,13.97,15.63,
7/11/2017 9:47,63.74,472.1,1020.5,0.379,86.1,13.84,15.83,
7/11/2017 10:02,66.09,507,1020.409,0.379,86.1,13.67,15.89,
7/11/2017 10:17,64.73,771.1,1020.5,0.275,272.7,13.57,15.72,
7/11/2017 10:32,63.32,809,1020.479,0.827,279.1,13.67,16.13,
7/11/2017 10:47,62.92,856,1020.484,0.786,118.4,13.53,16.06,
7/11/2017 11:02,63.64,901,1020.264,0.677,138.2,13.6,16.35,
7/11/2017 11:17,63.23,842,1020.161,1.098,152.4,13.5,16.3,
7/11/2017 11:32,63.71,870,1019.985,1.098,152.4,13.59,16.63,
7/11/2017 11:47,61.93,920,1019.896,0.708,131,13.5,17.24,
7/11/2017 12:02,60.97,923,1019.847,0.019,180.1,12.92,17.46,
7/11/2017 12:17,61.02,907,1019.787,0,81.2,13.56,17.41,
7/11/2017 12:32,60.55,893,1019.63,0.067,80.8,13.53,17.87,
7/11/2017 12:47,61.89,912,1019.45,1.114,178.3,13.54,17.87,
7/11/2017 13:02,59.23,863,1019.344,0.914,108.5,13.59,18.09,
7/11/2017 13:17,55.32,858,1019.157,0.914,108.5,12.6,18.67,
7/11/2017 13:32,56.42,876,1019.173,0.406,147.3,13.56,19.01,
7/11/2017 13:47,53.43,798.7,1018.91,0.582,177.5,13.56,19.09,
7/11/2017 14:02,54.23,729.2,1018.819,0.152,93.5,13.57,19.46,
7/11/2017 14:17,51.34,801,1018.746,0.067,307.3,13.56,20.1,
7/11/2017 14:32,48.51,817,1018.567,0,102.7,13.56,20.53,
7/11/2017 14:47,48.49,808,1018.368,0,102.7,13.55,20.59,
7/11/2017 15:02,49.24,759.1,1018.149,0.761,223.4,13.57,20.67,
7/11/2017 15:17,47.73,669.8,1018.009,0.428,204.3,13.58,20.72,
7/11/2017 15:32,47.41,700.4,1017.964,0.113,153.5,13.64,21.02,
7/11/2017 15:47,46.15,640.6,1017.731,0.661,182.8,13.59,21.2,
7/11/2017 16:02,47.18,554.8,1017.685,0.052,143.7,12.81,21.44,
7/11/2017 16:17,44.4,555.8,1017.508,0.052,143.7,13.67,22.18,
7/11/2017 16:32,42.23,509,1017.388,0.002,39.99,13.67,21.96,
7/11/2017 16:47,44.01,546.9,1017.247,0.699,74.44,13.6,22.11,
7/11/2017 17:02,44.59,504.4,1017.112,3.457,253.3,13.63,21.79,
7/11/2017 17:17,44.56,467.5,1016.939,3.565,249.3,12.44,21.76,
7/11/2017 17:32,42.5,426.9,1016.807,3.278,251.3,13.6,22.01,
7/11/2017 17:47,39.35,382.8,1016.742,2.806,257.6,13.64,22.16,
7/11/2017 18:02,44.81,305.9,1016.615,2.806,257.6,13.77,22.2,
7/11/2017 18:17,42.72,249.8,1016.666,2.719,293.9,13.71,22.02,
7/11/2017 18:32,46.57,202.3,1016.551,3.087,279.7,13.81,21.95,
7/11/2017 18:47,48.19,158.3,1016.491,3.347,277.3,13.54,21.65,
7/11/2017 19:02,47.98,124.4,1016.494,4.275,277.5,14.03,21.64,
